title,company,link
(화성시 영어기업출강) 영어기업체출강 강사 구인,더프라임에듀케이션,https://www.jobkorea.co.kr//Recruit/GI_Read/33931408?Oem_Code=C1&logpath=1
글로벌 플랫폼 프론트엔드 개발자,㈜원더피플,https://www.jobkorea.co.kr//Recruit/GI_Read/33919714?Oem_Code=C1&logpath=1
[투데이신문] 경제부 산업부 경력 취재기자 모집,㈜투데이신문,https://www.jobkorea.co.kr//Recruit/GI_Read/33903199?Oem_Code=C1&logpath=1
[LF Logistics] 물류운영 IT 담당자 (사원.과장급),엘에프 로지스틱스 코리아 유한회사,https://www.jobkorea.co.kr//Recruit/GI_Read/33890489?Oem_Code=C1&logpath=1
[LF Logistics] Operations Excellence & Implementation Manager,엘에프 로지스틱스 코리아 유한회사,https://www.jobkorea.co.kr//Recruit/GI_Read/33890490?Oem_Code=C1&logpath=1
Teaching English at HOME,㈜민병철교육그룹,https://www.jobkorea.co.kr//Recruit/GI_Read/33888896?Oem_Code=C1&logpath=1
관급자재(아스콘) 기술영업 임원 초빙공고,㈜포이닉스,https://www.jobkorea.co.kr//Recruit/GI_Read/33875633?Oem_Code=C1&logpath=1
(전북 정읍시 영어기업출강) 영어기업체출강 강사 구인,더프라임에듀케이션,https://www.jobkorea.co.kr//Recruit/GI_Read/33871767?Oem_Code=C1&logpath=1
외국계 메디컬 에스테틱 기업 ] Legal and Compliance Admin,켈리서비스 유한회사,https://www.jobkorea.co.kr//Recruit/GI_Read/33776521?Oem_Code=C1&logpath=1
Field Service Technician for Turbine instrumentation (Elec/I&C),지멘스에너지,https://www.jobkorea.co.kr//Recruit/GI_Read/33773721?Oem_Code=C1&logpath=1
Field Service Engineer for Powerplant control system,지멘스에너지,https://www.jobkorea.co.kr//Recruit/GI_Read/33772535?Oem_Code=C1&logpath=1
[서초/외국계전자기기기업] Repair Technician 채용,켈리서비스 유한회사,https://www.jobkorea.co.kr//Recruit/GI_Read/33710961?Oem_Code=C1&logpath=1
Java developers (Overseas remittance system),(주)이나인페이,https://www.jobkorea.co.kr//Recruit/GI_Read/33658752?Oem_Code=C1&logpath=1
[월 250만] 한정판브랜드신발쇼핑몰(단순응대) 고객센터 CS상담원 채용,㈜휴먼코아,https://www.jobkorea.co.kr//Recruit/GI_Read/33623911?Oem_Code=C1&logpath=1
[기획팀] 시니어 서비스 기획자 정규직(경력) 모집,주식회사 피르마,https://www.jobkorea.co.kr//Recruit/GI_Read/34323314?Oem_Code=C1&logpath=1
[월220이상/인천 구월동로데오] 온라인마케팅팀 광고 영업사원 모집,㈜애드라이프,https://www.jobkorea.co.kr//Recruit/GI_Read/34321054?Oem_Code=C1&logpath=1
[스타랩스] JAVA 웹개발자 중/고급 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34310172?Oem_Code=C1&logpath=1
스타랩스 본사 IT 초/중/고급 개발자 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34309647?Oem_Code=C1&logpath=1
2021 삼형제고기 웹 개발자 모집,삼형제고기,https://www.jobkorea.co.kr//Recruit/GI_Read/34302986?Oem_Code=C1&logpath=1
(주)한국로봇 로봇시운전팀 경력직 모집,㈜한국로봇,https://www.jobkorea.co.kr//Recruit/GI_Read/34292305?Oem_Code=C1&logpath=1
2021년 (주)창업앤피플 신입 창업컨설턴트 영업사원 모집,SH창업,https://www.jobkorea.co.kr//Recruit/GI_Read/34289081?Oem_Code=C1&logpath=1
(주)제이엠커피컴퍼니 인테리어 총괄 담당자 채용,㈜제이엠커피컴퍼니,https://www.jobkorea.co.kr//Recruit/GI_Read/34266114?Oem_Code=C1&logpath=1
브랜드를 만들고 싶은 브랜딩 기획자 스페셜리스트 PM (기획/운영),테이콘 커뮤니케이션즈,https://www.jobkorea.co.kr//Recruit/GI_Read/34227631?Oem_Code=C1&logpath=1
AWS 클라우드 신입/경력 TA 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34202140?Oem_Code=C1&logpath=1
AWS 클라우드 TA/SE 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34202132?Oem_Code=C1&logpath=1
IT 초/중/고급 개발자 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34202107?Oem_Code=C1&logpath=1
[스타랩스] 역삼역 클라우드  TA / SE 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34201780?Oem_Code=C1&logpath=1
[스타랩스] 삼성/LG그룹사 IT 부문 TA/AA 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34201773?Oem_Code=C1&logpath=1
[스타랩스] AWS 클라우드 TA 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34201771?Oem_Code=C1&logpath=1
[스타랩스] AWS 클라우드 TA / AA / 개발자 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34201766?Oem_Code=C1&logpath=1
[스타랩스] 공공과제 기획 담당자 채용,㈜스타랩스,https://www.jobkorea.co.kr//Recruit/GI_Read/34157511?Oem_Code=C1&logpath=1
"취준생 여러분 이제 꽃길만 걸어요 (주5일,굿복리후생,칼퇴)",하이원 컴퍼니,https://www.jobkorea.co.kr//Recruit/GI_Read/34013001?Oem_Code=C1&logpath=1
[(주)트리플렛] AI IoT 웹/서버 개발자 채용(신입/경력),트리플렛,https://www.jobkorea.co.kr//Recruit/GI_Read/33788090?Oem_Code=C1&logpath=1
자동차 LAMP 및 전자설계/개발-기술연구소 전자설계팀장(부장-임원),중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/34324844?PageGbn=HH&logpath=1
[동남아] 베트남 하노이 물류운영 coordination 대리급 계약직 모집,국내 대기업 물류회사의 동남아 법인,https://www.jobkorea.co.kr//Recruit/GI_Read/34320323?PageGbn=HH&logpath=1
[디자인회사]프론트엔드 개발 경력 채용.,중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34318656?PageGbn=HH&logpath=1
[디자인회사]프론트엔드 개발자 포지션 제안.,중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34309442?PageGbn=HH&logpath=1
"(경기 화성)[반도체 재료의 국산화 선도-Display용  Photoresist, PR)]Display용  포토레지스트(Photoresist, PR) 연구개발(R&D) 유 경력자 초빙",중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/34290912?PageGbn=HH&logpath=1
(京畿 華城)[半導體 材料의 國産化 先導-半導體用 感光液(Photoresist)開發]Display用 Photoresist 硏究開發 有 經歷子 招聘,중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/34290900?PageGbn=HH&logpath=1
(경기 화성)[반도체 재료의 국산화 선도-반도체용 감광액(Photoresist)] 디스플레이용  Photoresist 연구개발 유 경력자 초빙,중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/34290889?PageGbn=HH&logpath=1
(경기 화성)[반도체 재료의 국산화 선도-반도체용 감광액(Photoresist)]디스플레이용  Photoresist 연구개발 유 경력자 초빙,중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/34290881?PageGbn=HH&logpath=1
[Global Company] Social 운영 PM (대리-과장급),외국계 기업,https://www.jobkorea.co.kr//Recruit/GI_Read/34288265?PageGbn=HH&logpath=1
[디자인회사]프론트엔드 개발자 모집 공고.,중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34283943?PageGbn=HH&logpath=1
외국계 대기업] Social 운영 PM 경력직 채용,대기업 계열사·자회사,https://www.jobkorea.co.kr//Recruit/GI_Read/34283078?PageGbn=HH&logpath=1
[디자인회사]프론트엔드 개발자 모집.,중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34264647?PageGbn=HH&logpath=1
3D 디자이너-유망 기술 스타트업,벤처기업,https://www.jobkorea.co.kr//Recruit/GI_Read/34244346?PageGbn=HH&logpath=1
[디자인회사]프론트엔드 개발자 채용 공고.,중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34240121?PageGbn=HH&logpath=1
CRA - 외국계 CRO 회사,외국계 기업,https://www.jobkorea.co.kr//Recruit/GI_Read/34220180?PageGbn=HH&logpath=1
[디자인회사]프론트엔드 개발자 채용.,중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34217447?PageGbn=HH&logpath=1
[디자인회사]프론트엔드 개발자 채용 공고,중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34212092?PageGbn=HH&logpath=1
[신입/경력] 3D 디자이너(모션캡쳐 애니메이션/애프터이펙트영상제작 툴 가능분 우대),중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34200724?PageGbn=HH&logpath=1
05. [유명 게임 개발사] 프론트엔드 프로그래머,중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/34191082?PageGbn=HH&logpath=1
UI UX 디자이너 3년차 이상,VR 솔루션 개발 업체,https://www.jobkorea.co.kr//Recruit/GI_Read/34187467?PageGbn=HH&logpath=1
[외국계기업] AR Accountant 모집,외국계 기업,https://www.jobkorea.co.kr//Recruit/GI_Read/34163387?PageGbn=HH&logpath=1
AR Accountant,외국계 기업,https://www.jobkorea.co.kr//Recruit/GI_Read/34162713?PageGbn=HH&logpath=1
MCU SoC Digital 설계 (경력 6년 이상),중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/34068252?PageGbn=HH&logpath=1
외국계 기업  IT Technology Services Analyst 담당자 채용,외국계 기업,https://www.jobkorea.co.kr//Recruit/GI_Read/34050141?PageGbn=HH&logpath=1
글로벌 IT 컨설팅사 SAP SD 모듈 컨설턴트(대전 서울근무),외국계 기업,https://www.jobkorea.co.kr//Recruit/GI_Read/34048730?PageGbn=HH&logpath=1
반도체 제조사 Power - MCU응용 엔지니어(과장-부장급),중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/33991780?PageGbn=HH&logpath=1
고밀도 충전기(TA) 상품화 개발,중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/33913243?PageGbn=HH&logpath=1
RF/아날로그 IC설계,벤처기업,https://www.jobkorea.co.kr//Recruit/GI_Read/33873371?PageGbn=HH&logpath=1
응용엔지니어 (팀장급),중소기업(300명이하),https://www.jobkorea.co.kr//Recruit/GI_Read/33845140?PageGbn=HH&logpath=1
[반도체팹리스] MCU Firmware 엔지니어,어보브반도체,https://www.jobkorea.co.kr//Recruit/GI_Read/33791205?PageGbn=HH&logpath=1
[경북 경산] 자동차 Lamp 전자설계/개발 부장임원급,중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/33789137?PageGbn=HH&logpath=1
06. [유명 게임 개발사] 프론트엔드 프로그래머,중견기업(300명이상),https://www.jobkorea.co.kr//Recruit/GI_Read/33658131?PageGbn=HH&logpath=1
"반도체.LCD PKG 공정개발 대리.과차장(한중합자 대기업, 중국 동관)",대기업,https://www.jobkorea.co.kr//Recruit/GI_Read/33595676?PageGbn=HH&logpath=1
소셜 미디어 컨텐츠 운영 분석 담당 대리 과장 차장급- 그룹 계열사1,그룹 계열사,https://www.jobkorea.co.kr//Recruit/GI_Read/33575181?PageGbn=HH&logpath=1
"[포스타입] 웹툰/소설 PD, 콘텐츠 마케터, 커뮤니티 매니저 채용",(주)포스타입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39608979&location=ts&searchword=type&searchType=search&paid_fl=n
[포스타입] 전 개발 직군 채용 (경력 / 정규직),(주)포스타입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39607914&location=ts&searchword=type&searchType=search&paid_fl=n
[포스타입] 디자이너 및 서비스 기획 직군 채용 (경력 / 정규직),(주)포스타입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39606719&location=ts&searchword=type&searchType=search&paid_fl=n
타입서비스) 패션MD& 마케터 모집:) [경력],타입서비스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39827269&location=ts&searchword=type&searchType=search&paid_fl=n
[본사] 플레이타입그룹 설계 직원 모집,(주) 플레이타임그룹,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39884869&location=ts&searchword=type&searchType=search&paid_fl=n
[판교 A.I 기술 기업] FPGA 플랫폼 구축 및 프로토타입 개발,(주)브이비젼,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39845549&location=ts&searchword=type&searchType=search&paid_fl=n
"생산팀 생산 조립 정규직, 병역특례 채용",타입포(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39749760&location=ts&searchword=type&searchType=search&paid_fl=n
"[달빛라이브]서비스기획, IOS/AOS, DBA, 백엔드 부문별 확대채용",(주)인포렉스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39619096&location=ts&searchword=type&searchType=search&paid_fl=n
자동차 공조 / 열교환기 정규직 (R&D),말레 베어공조(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39910389&location=ts&searchword=type&searchType=search&paid_fl=n
"2021년 고객영업/관리 경력직 채용(EMC,RF,의료,전장,해외)",(주)원택,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39767171&location=ts&searchword=type&searchType=search&paid_fl=n
VRCS관련 유압 및 전기 부품 개발,큐알피테크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39541135&location=ts&searchword=type&searchType=search&paid_fl=n
[한국필립모리스] IQOS e-Commerce Specialist,한국필립모리스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39662889&location=ts&searchword=type&searchType=search&paid_fl=n
[Sanofi/사노피] CHC - CS & Logistics Specialist,사노피아벤티스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39831629&location=ts&searchword=type&searchType=search&paid_fl=n
[에이스손해보험] Digital Project IT coordinator (Junior PM),에이스아메리칸화재해상보험(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39848912&location=ts&searchword=type&searchType=search&paid_fl=n
[웹젠] 사업/마케팅 각 부문별 채용,(주)웹젠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39782669&location=ts&searchword=type&searchType=search&paid_fl=n
웹서비스 개발자 / 기획자 모집,(주)에프엠커뮤니케이션즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39901726&location=ts&searchword=type&searchType=search&paid_fl=n
[물류/지게차/설비팀/통근버스] 다이소 남사허브물류센터,(주)휴먼코아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39757429&location=ts&searchword=type&searchType=search&paid_fl=n
재무회계 Sr Accountant 정규직 채용(영어가능자 영문이력서 첨,주식회사 스테리싸이클코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39805157&location=ts&searchword=type&searchType=search&paid_fl=n
반도체 검사용 Probe Card 연구개발 인력모집(신입/경력),(주)마이크로프랜드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39902466&location=ts&searchword=type&searchType=search&paid_fl=n
